Topic	Subtopic	Description	Educational_Level	Depth_Level	Domain	Difficulty	Duration_Hours	Is_Core	Pedagogical_Order	MCAT_Relevant	Prerequisites	Learning_Objectives	Assessment_Methods	Source_Books
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2795	No	University Physics Volume 1_undergraduate_0_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2796	No	University Physics Volume 1_undergraduate_1_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2797	No	University Physics Volume 1_undergraduate_2_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2798	No	University Physics Volume 1_undergraduate_3_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2799	No	University Physics Volume 1_undergraduate_4_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2800	No	University Physics Volume 1_undergraduate_5_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2801	No	University Physics Volume 1_undergraduate_6_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2802	No	University Physics Volume 1_undergraduate_7_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2803	No	University Physics Volume 1_undergraduate_8_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2804	No	University Physics Volume 1_undergraduate_9_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2805	No	University Physics Volume 1_undergraduate_10_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2806	No	University Physics Volume 1_undergraduate_11_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2807	No	University Physics Volume 1_undergraduate_12_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2808	No	University Physics Volume 1_undergraduate_ch_0	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2809	No	University Physics Volume 1_undergraduate_0_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2810	No	University Physics Volume 1_undergraduate_2_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2811	No	College Physics for AP® Courses 2e_undergraduate_1_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2812	No	College Physics for AP® Courses 2e_undergraduate_2_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2813	No	College Physics for AP® Courses 2e_undergraduate_3_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2814	No	College Physics for AP® Courses 2e_undergraduate_4_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2815	No	College Physics for AP® Courses 2e_undergraduate_5_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2816	No	College Physics for AP® Courses 2e_undergraduate_6_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2817	No	College Physics for AP® Courses 2e_undergraduate_7_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2818	No	College Physics for AP® Courses 2e_undergraduate_8_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2819	No	College Physics for AP® Courses 2e_undergraduate_9_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
